Distance (m),Elevation (m)
136116.7509,432.5559387
136560.1279,423.4729309
137003.5049,413.8559265
137446.882,421.5724487
137890.259,420.8128357
138333.6361,389.6461487
138777.0131,393.8835754
139220.3901,375.1889038
139663.7672,340.4473877
140107.1442,300.5312195
140550.5213,255.5297394
140993.8983,224.7195892
141437.2753,186.2174683
141880.6524,137.592041
142324.0294,104.5529404
142767.4064,65.33448792
143210.7835,57.40212631
143654.1605,44.83666992
144097.5376,42.28701401
144540.9146,37.68552399
144984.2916,33.47046661
145427.6687,37.45431137
145871.0457,35.19498825
146314.4228,33.58016968
146757.7998,30.75335312
147201.1768,40.76619339
147644.5539,34.87092972
148087.9309,34.5485611
148531.308,32.78607559
148974.685,27.35954666
149418.062,29.14284325
149861.4391,30.29834557
150304.8161,31.52121735
150748.1931,28.49907875
151191.5702,22.05165672
151634.9472,25.01576996
152078.3243,23.17768669
152521.7013,30.88805389
152965.0783,30.68095207
153408.4554,31.54353523
153851.8324,31.23694611
154295.2095,28.5407753
154738.5865,29.95816422
155181.9635,31.77675247
155625.3406,33.5524292
156068.7176,39.19189835
156512.0946,42.0052681
156955.4717,44.57173538
157398.8487,37.31083298
157842.2258,28.00388145
158285.6028,30.99850655
158728.9798,31.62849617
159172.3569,25.30452728
159615.7339,32.59443665
160059.111,32.74824905
160502.488,35.07999039
160945.865,42.47595596
161389.2421,40.40026093
161832.6191,38.48622894
162275.9961,32.96110153
162719.3732,36.14391708
163162.7502,32.25086212
163606.1273,29.93483353
164049.5043,25.62524605
164492.8813,21.91463089
164936.2584,28.30609703
165379.6354,26.10387039
165823.0125,20.40311432
166266.3895,14.71888256
166709.7665,15.95547771
167153.1436,25.81212044
167596.5206,22.3403244
168039.8977,23.1860733
168483.2747,25.28798866
168926.6517,28.10164452
169370.0288,27.25172615
169813.4058,32.60559464
170256.7828,39.94820404
170700.1599,35.58138657
171143.5369,39.83159256
171586.914,23.53347206
172030.291,14.37034702
172473.668,13.76347351
172917.0451,7.555519581
173360.4221,11.37658119
173803.7992,10.01127815
174247.1762,10.01741219
174690.5532,10.50361729
175133.9303,10.01824188
175577.3073,9.136743546
176020.6843,10.93529987
176464.0614,12.7091713
176907.4384,7.693813324
177350.8155,10.81456947
177794.1925,18.47024727
178237.5695,14.1572113
178680.9466,7.442542076
179124.3236,19.37240028
179567.7007,18.35923958
180011.0777,11.20095348
180454.4547,9.484951973
180897.8318,13.50075054
181341.2088,20.9388752
181784.5859,18.15023804
182227.9629,18.12537003
182671.3399,17.97512627
183114.717,11.11134338
183558.094,11.97952271
184001.471,9.321810722
184444.8481,12.42718697
184888.2251,11.51434612
185331.6022,17.76949883
185774.9792,16.65862083
186218.3562,21.45409584
186661.7333,29.92876434
187105.1103,32.96209717
187548.4874,37.08694839
187991.8644,26.59705353
188435.2414,30.22381401
188878.6185,34.68512344
189321.9955,33.40237045
189765.3725,31.33900833
190208.7496,30.74126434
190652.1266,20.14946365
191095.5037,25.15716743
191538.8807,32.35107803
191982.2577,37.4541893
192425.6348,34.28278732
192869.0118,33.17424774
193312.3889,33.36883926
193755.7659,28.21346283
194199.1429,21.56952477
194642.52,15
195085.897,9.858501434
195529.274,20.04926491
195972.6511,30.06237984
196416.0281,29.81730652
196859.4052,20.03510094
197302.7822,15.9151907
197746.1592,8.792580605
198189.5363,14.62782001
198632.9133,12.61016178
199076.2904,6.261945724
199519.6674,11.66514301
199963.0444,3.530711174
200406.4215,4.112811565
200849.7985,5.567905426
201293.1756,9.599551201
201736.5526,9.677206039
202179.9296,9.93392849
202623.3067,10.24056244
203066.6837,13.84477139
203510.0607,16.69024277
203953.4378,13.72808743
204396.8148,17.4031086
204840.1919,21.46824074
205283.5689,20
205726.9459,25.07945824
206170.323,36.11901474
206613.7,30.88768768
207057.0771,22.98877525
207500.4541,22.48147774
207943.8311,28.4926548
208387.2082,31.0229454
208830.5852,38.45503998
209273.9622,37.60911179
209717.3393,31.1436348
210160.7163,21.86206818
210604.0934,29.01156044
211047.4704,28.18910408
211490.8474,28.15989113
211934.2245,22.35644722
212377.6015,25.40705681
212820.9786,24.66221237
213264.3556,19.30283546
213707.7326,23.39849091
214151.1097,13.5279541
214594.4867,26.47372818
215037.8638,27.74331665
215481.2408,29.03072357
215924.6178,23.55973625
216367.9949,8.543709755
216811.3719,17.62140656
217254.7489,9.067194939
217698.126,5.015141487
218141.503,13.22105885
218584.8801,18.17920685
219028.2571,19.20544815
219471.6341,27.08511925
219915.0112,37.36970139
220358.3882,39.69623184
220801.7653,14.1514101
221245.1423,11.38055038
221688.5193,10.29483795
222131.8964,8.501133919
222575.2734,8.953077316
223018.6504,7.861992836
223462.0275,5.355130196
223905.4045,19.69572639
224348.7816,12.39461231
224792.1586,14.37876701
225235.5356,18.41082191
225678.9127,10.77612019
226122.2897,8.534755707
226565.6668,17.93296623
