Distance (m),Elevation (m),Latitude,Longitude
122355.17339230662,318.3319091796875,-26.79493028629222,152.92660881228278
122801.72512001576,350.7348937988281,-26.79185671782959,152.92364802948623
123248.2768477249,384.2543334960938,-26.78832181577052,152.92139273140322
123694.82857543406,391.0480651855469,-26.78437450135088,152.9204060602533
124141.3803031432,396.2010498046875,-26.78115796848703,152.91803615935487
124587.93203085236,417.2530517578125,-26.77984314570655,152.91372397668783
125034.4837585615,424.9797668457031,-26.77876192660429,152.909337292244
125481.03548627064,422.5941162109375,-26.77785029270285,152.90489651444057
125927.5872139798,425.7561645507812,-26.77597164211357,152.9009283531883
126374.13894168894,440.6048278808594,-26.77532113100177,152.89658282964047
126820.6906693981,438.6346740722656,-26.7752242071651,152.8920275745154
127267.24239710724,425.5605773925781,-26.77180433888219,152.88974128005702
127713.7941248164,445.29541015625,-26.76882997676157,152.8869061797027
128160.34585252554,441.3995971679688,-26.76894439977557,152.88258661283794
128606.89758023468,430.4797973632812,-26.76864430598109,152.87810268169903
129053.44930794384,440.5143127441406,-26.76894674527241,152.87360156493355
129500.00103565298,438.0374145507812,-26.76961302422913,152.8691136542252
129946.55276336214,431.2481994628906,-26.7703764653785,152.86533366429512
130393.10449107128,404.4647216796875,-26.76712710746953,152.8626542347074
130839.65621878042,416.7215576171875,-26.76419549696942,152.85953007174362
131286.20794648957,419.439697265625,-26.76151496375709,152.85617580707526
131732.75967419872,420.0558471679688,-26.76157621474966,152.85601471592702
132179.31140190788,415.7627868652344,-26.76410674514675,152.85957599324126
132625.86312961704,404.6569519042969,-26.76719831894597,152.86247493640985
133072.41485732616,430.4064331054688,-26.77050503072562,152.86512878998371
133518.96658503532,438.3900146484375,-26.76973811576726,152.86913538736917
133965.51831274448,439.5825805664062,-26.76904138187107,152.8736243749097
134412.0700404536,428.1014099121094,-26.76890940414872,152.87811816275712
134858.62176816276,440.9154968261719,-26.76879104326341,152.88258673045357
