Distance (m),Elevation (m)
187508.47359054093,28.92023658752441
188099.98297095275,40.68110275268555
188691.49235136455,58.57684326171875
189283.00173177634,90.45480346679688
189874.51111218816,119.2046051025391
190466.02049259996,127.0715866088867
191057.52987301175,163.7994689941406
191649.03925342354,214.6585845947266
192240.54863383537,294.2816467285156
192832.05801424716,377.3361206054688
193423.56739465895,382.3454284667969
194015.07677507075,378.9320373535156
194606.58615548257,386.0052795410156
195198.09553589436,390.4447937011719
195789.60491630615,376.6412658691406
196381.11429671795,374.6818542480469
196972.62367712977,330.6139831542969
197564.13305754156,334.0604553222656
198155.64243795336,354.0906982421875
198747.15181836518,376.5599365234375
199338.66119877697,372.1169738769531
199930.17057918877,364.029296875
200521.67995960056,379.317138671875
201113.18934001238,372.4314880371094
201704.69872042417,393.7311096191406
202296.20810083597,429.2444458007812
202887.71748124776,437.81494140625
203479.22686165958,438.4893188476562
204070.73624207138,434.4528198242188
204662.24562248317,437.2917785644531
205253.755002895,423.2124938964844
205845.26438330679,413.5801696777344
206436.77376371858,419.1433715820312
207028.28314413037,420.2460021972656
207619.7925245422,403.2953186035156
208211.301904954,433.2776489257812
208802.81128536578,434.6365051269531
209394.32066577757,430.3748168945312
209985.8300461894,446.7200927734375
210577.3394266012,429.9943542480469
211168.84880701298,420.3031311035156
211760.35818742478,422.8568725585938
212351.8675678366,422.8240051269531
212943.3769482484,424.2219543457031
213534.88632866018,382.3933410644531
214126.395709072,386.1133117675781
214717.9050894838,362.4864196777344
215309.4144698956,304.7134704589844
215900.9238503074,274.4645690917969
216492.4332307192,208.83447265625
217083.942611131,160.0587768554688
217675.4519915428,104.080810546875
218266.9613719546,61.95039749145508
218858.4707523664,48.7757682800293
219449.9801327782,42.57296371459961
220041.48951319,37.86133575439453
220632.99889360182,33.29915237426758
221224.5082740136,34.29375839233398
221816.0176544254,32.7136344909668
222407.5270348372,34.63225555419922
222999.03641524902,37.56917953491211
223590.54579566082,34.60191345214844
224182.0551760726,35.3054084777832
224773.5645564844,29.2267951965332
225365.07393689622,28.90027618408203
225956.58331730802,31.18362998962402
226548.0926977198,22.47774505615234
227139.60207813163,25.80258941650391
227731.11145854343,29.3655948638916
228322.62083895522,32.67636489868164
228914.130219367,27.76021957397461
229505.63959977883,33.09885406494141
230097.14898019063,31.20379066467285
230688.65836060242,35.6164665222168
231280.16774101421,38.97815322875977
231871.67712142604,41.2990837097168
232463.18650183783,37.1895751953125
233054.69588224962,28.83503532409668
233646.20526266142,33.62299346923828
234237.71464307324,24.29055595397949
234829.22402348503,32.61088943481445
235420.73340389683,40.50174713134766
236012.24278430865,42.45968246459961
236603.75216472044,38.60631942749023
237195.26154513223,31.86724472045898
237786.77092554403,37.15962982177734
238378.28030595585,32.76203536987305
238969.78968636764,28.44482040405273
239561.29906677944,21.55309104919434
240152.80844719123,29.15488624572754
240744.31782760305,23.25845909118652
241335.82720801485,13.06027507781982
241927.33658842664,16.60024261474609
242518.84596883846,20.30098152160645
243110.35534925025,25.88832855224609
243701.86472966205,26
244293.37411007384,26.69125747680664
244884.88349048566,30.0821361541748
245476.39287089746,43.28897476196289
246067.90225130925,42.04328536987305
246659.41163172104,25.35236740112305
247250.92101213287,13.9507999420166
247842.43039254466,11.27865123748779
248433.93977295645,9.854809761047363
249025.44915336824,11.78085422515869
249616.95853378007,11.1126766204834
250208.46791419186,7.859344959259033
250799.97729460365,9.48582649230957
251391.48667501548,11.24106597900391
251982.99605542727,6.433818340301514
252574.50543583906,11.53326416015625
253166.01481625086,17.45153045654297
253757.52419666268,6.312385082244873
254349.03357707447,18.61184120178223
254940.54295748626,11.5484676361084
255532.05233789806,9.503891944885254
256123.56171830988,15.38526725769043
256715.07109872167,20.60689735412598
257306.58047913347,17.48938369750977
257898.0898595453,18.44722557067871
258489.59923995708,13.60890293121338
259081.10862036888,9.816304206848145
259672.61800078067,11.43558216094971
260264.1273811925,14.90344333648682
260855.63676160428,16.75064468383789
261447.14614201608,26.82536506652832
262038.65552242787,35.38048934936523
262630.1649028397,36.69392013549805
263221.67428325146,28.48707389831543
263813.1836636633,35.80156707763672
264404.6930440751,33.78906631469727
264996.20242448687,24.5799617767334
265587.7118048987,24.37154769897461
266179.2211853105,24.74641609191895
266770.7305657223,33.8459358215332
267362.2399461341,35.00753784179688
267953.7493265459,35.57482528686523
268545.2587069577,35.14558792114258
269136.7680873695,20.81568145751953
269728.27746778127,15
270319.7868481931,10.78188610076904
270911.2962286049,27.81897735595703
271502.8056090167,30.37148284912109
272094.3149894285,14.31896495819092
272685.8243698403,6.534334182739258
273277.3337502521,14.13808345794678
273868.8431306639,14.82259273529053
274460.35251107573,13.82304096221924
275051.8618914875,4.29540491104126
275643.3712718993,5.289520740509033
276234.8806523111,9.104531288146973
276826.3900327229,7.990490913391113
277417.8994131347,9.127612113952637
278009.4087935465,13.10416698455811
278600.9181739583,13.98533344268799
279192.42755437014,17.68099403381348
279783.9369347819,22.64772033691406
280375.4463151937,20.26530075073242
280966.95569560555,29.71319007873535
281558.4650760173,33.68313598632812
282149.97445642913,21.81398582458496
282741.4838368409,23.59416961669922
283332.9932172527,31.19884300231934
283924.50259766454,40.80915832519531
284516.0119780763,30.76373100280762
285107.5213584881,22.44704055786133
285699.03073889995,24.78459930419922
286290.5401193117,29.44394874572754
286882.04949972354,24.03889656066895
287473.5588801353,27.87346839904785
288065.0682605471,22.3049144744873
288656.57764095895,26.23387718200684
289248.0870213707,17.9547233581543
289839.59640178253,23.86141586303711
290431.10578219435,28.54646873474121
291022.6151626061,21.18915557861328
291614.12454301794,18.58869361877441
292205.63392342976,8.326574325561523
292797.1433038415,7.094484329223633
293388.65268425335,17.72769165039062
293980.1620646651,19.41082572937012
294571.67144507694,27.85263442993164
295163.18082548876,42.1607780456543
295754.6902059005,16.80064392089844
296346.19958631234,5.572444438934326
296937.70896672417,4.478074550628662
297529.21834713593,4.670426368713379
298120.72772754775,3.8201584815979
298712.2371079596,17.67028617858887
299303.74648837134,11.04510593414307
299895.25586878316,18.38345146179199
300486.7652491949,10.79479026794434
301078.27462960675,10.05310535430908
301669.7840100186,8.277454376220703
302261.29339043034,10.38989543914795
